sentence,rating_imageability_mean,rating_others_thoughts_mean,rating_physical_mean,rating_places_mean,rating_valence_mean,rating_arousal_mean,rating_sense_mean
He is quite sick and weak.,5.5333333333333,5.0,2.7142857142857,1.5,1.1666666666667,3.0666666666667,6.9333333333333
He joins us now from Phoenix.,4.0714285714286,3.375,2.4444444444444,5.0,3.2,1.8666666666667,6.8181818181818
He just laughs when we weep.,5.375,6.4285714285714,1.6666666666667,1.2777777777778,1.5555555555556,3.8823529411765,6.5882352941176
He looked annoyed at being disturbed.,5.8,5.3157894736842,2.9375,2.7857142857143,1.8823529411765,4.125,6.75
He might need the knife again.,3.7333333333333,4.3529411764706,5.2352941176471,1.5,2.1176470588235,4.6875,7.0
He must pray to be spared.,3.3125,5.4285714285714,1.875,1.3333333333333,2.0,4.1428571428571,6.8235294117647
He only doubted his own abilities.,3.2,5.3157894736842,1.625,1.7857142857143,2.3529411764706,3.0,6.3125
He pointed at the smaller circle.,6.0,3.4375,4.0555555555556,2.3333333333333,2.4666666666667,1.8,6.9090909090909
He pulled up on the knob.,6.0,3.5625,6.5,2.75,2.8947368421053,3.0769230769231,6.7058823529412
He put the car in gear.,6.4,3.4285714285714,6.1875,2.8947368421053,3.7647058823529,3.1666666666667,7.0
He remained thoughtful for a moment.,4.0769230769231,4.9375,1.2857142857143,1.0625,4.4210526315789,2.5384615384615,6.7058823529412
He seemed extremely pleased with himself.,4.6428571428571,5.8125,1.9444444444444,1.8,4.8666666666667,3.2666666666667,6.9090909090909
He seemed quite unconcerned and relaxed.,3.8666666666667,5.1875,1.625,1.6428571428571,4.3529411764706,2.1111111111111,6.8333333333333
He sneered contemptuously at the Daimons.,4.5333333333333,4.3125,2.5,1.1428571428571,1.5294117647059002,3.5555555555556,5.8888888888889
"He spoke baldly, with no pride.",2.375,4.7777777777778,2.0769230769231,1.125,1.8823529411765,3.0,6.0769230769231
He stopped at the bedroom door.,5.6666666666667,3.875,5.5625,4.4285714285714,2.7058823529412,3.2222222222222,7.0
He told her the truth unabashedly.,3.5333333333333,5.0,2.0,1.9285714285714,4.1764705882353,4.5,6.625
He took another sip of beer.,6.0714285714286,4.0625,5.7222222222222,2.7333333333333,3.3333333333333,2.0666666666667,7.0
He treated them like puppy dogs.,5.1428571428571,4.5,4.6666666666667,1.5,4.6923076923077,2.8571428571429,6.8235294117647
He truly was a skilled marksman.,5.2857142857143,4.2857142857143,3.2666666666667,1.5714285714286,4.3846153846154,4.0714285714286,7.0
He turned to leave then stopped.,5.3125,5.1176470588235,3.8666666666667,1.7368421052632,2.4375,3.6875,6.8181818181818
He understood the science behind it.,2.9333333333333,4.9285714285714,1.5,1.2105263157895,4.8823529411765,3.0555555555556,6.8823529411765
He wanted to investigate the victim.,4.3333333333333,5.3571428571429,2.8125,1.7894736842105,2.1764705882353,4.8888888888889,6.8235294117647
He was a United States Senator!,4.1875,4.2941176470588,1.8,1.2631578947368,3.3125,3.75,7.0
He was a tall muscular man.,6.6923076923077,3.0666666666667,4.2666666666667,1.25,4.2857142857143,4.0666666666667,6.9375
He was bleeding from the stomach.,6.5,4.9285714285714,4.6,1.5,1.3076923076923,5.5714285714286,6.8823529411765
He was cruel and scary and-,4.0666666666667,5.9285714285714,3.5294117647059,1.1333333333333,1.1111111111111,4.3571428571429,6.0
"He was happy, upbeat and friendly.",5.3125,6.7142857142857,1.4,1.2222222222222,5.6666666666667,4.0588235294118,6.9411764705882
"He was too skinny, almost skeletal.",6.3076923076923,5.3529411764706,4.2666666666667,1.6,1.0833333333333,4.0588235294118,6.8666666666667
He was underground in a cave.,5.9285714285714,3.75,4.3333333333333,6.0,2.3333333333333,3.5714285714286,6.9444444444444
He was very patient and sure-footed.,3.0,5.0588235294118,2.8,1.1578947368421,4.0625,1.8125,7.0
He'd come because he had news.,3.5333333333333,4.5714285714286,2.3125,1.0526315789474,3.4705882352941,3.4444444444444,6.4705882352941
"He's been frantic, the woman explained.",5.1666666666667,5.5882352941176,2.5625,2.125,1.7692307692308,4.3333333333333,6.6666666666667
He's going to be more powerful.,3.9333333333333,4.4210526315789,2.3125,2.2142857142857,3.3529411764706,4.625,6.875
He's in the quantum physics department.,3.3333333333333,3.0,2.7647058823529,3.0714285714286,3.1176470588235,2.6875,6.9
He's taught me that by example.,2.8461538461538,4.8888888888889,1.6428571428571,1.4666666666667,3.7142857142857,2.4285714285714,6.4
He's too badly damaged and malnourished.,4.6842105263158,5.8666666666667,2.6923076923077,1.4117647058824,1.5,4.5,6.5333333333333
Headed into the town's only bar.,5.4285714285714,3.2857142857143,4.7333333333333,5.9285714285714,4.1538461538462,3.2857142857143,6.5882352941176
Heavy fabric stretched on steel frames.,5.8666666666667,2.4375,6.75,1.4285714285714,2.5882352941176,2.1666666666667,6.0555555555556
Her answer was difficult to grasp.,2.5384615384615,4.5882352941176,1.4666666666667,1.2,1.5833333333333,3.0588235294118005,6.9333333333333
Her dreams remain vague and inconclusive.,3.7142857142857,5.1875,1.4,1.7142857142857,2.8,3.1428571428571,6.8888888888889
Her energy level was too low.,4.4736842105263,5.8,2.0769230769231,1.4705882352940998,2.2857142857143,2.4166666666667,7.0
Her feathery blond hair hung limp.,6.6,3.4375,5.75,1.5714285714286,2.7647058823529,3.0,6.7222222222222
Her life was a horror film.,4.5,5.7142857142857,2.125,2.1666666666667,1.1875,5.1428571428571,6.7647058823529
Her only plan was to delay.,1.625,4.6111111111111,1.6923076923077,1.1875,2.3529411764706,3.1428571428571,6.8461538461538
Her safety is of utmost importance.,3.4166666666667,5.4117647058824,2.1875,2.25,4.5384615384615,4.1333333333333,6.9166666666667
Her wisdom and foresight is evident.,2.9333333333333,5.2352941176471,1.3529411764706,1.2857142857143,4.7647058823529,3.4375,6.9
Her wrist supported many gold bangles.,5.8125,3.0714285714286,6.75,1.6666666666667,4.3125,2.9285714285714,6.4117647058824
Here are details from the auction:,3.8125,2.0714285714286,2.5333333333333,2.2777777777778,2.7777777777778,2.7058823529412,6.6470588235294
Here is more on these platforms.,2.3846153846154,1.8888888888889,2.0,1.9333333333333,1.9285714285714,1.2142857142857,5.1333333333333
"Here it comes, the unknown DNA.",2.5,3.6875,2.3333333333333,1.4,2.3333333333333,3.8666666666667,5.3636363636364
Here turn around and face me.,3.8,3.6875,3.875,1.7857142857143,2.8823529411765,3.7777777777778,5.7777777777778
Hey kido u made me smile.,4.2,4.6428571428571,3.5294117647059,1.5333333333333,4.6666666666667,3.2142857142857,6.5833333333333
His catch: three top phone reps.,2.1875,2.1111111111111,2.1538461538462,1.125,2.0588235294118,2.2142857142857,3.6923076923077
"His cell was functional, if unoriginal.",3.5,3.625,3.1666666666667,2.5333333333333,3.0666666666667,2.1333333333333,5.1818181818182
His demeanor was cynical and angry.,4.875,6.2222222222222,2.6923076923077,1.25,1.9411764705882,4.7142857142857,7.0
His hand descended towards the king.,5.3846153846154,4.5555555555556,4.5,2.3333333333333,2.4285714285714,3.6428571428571,6.1333333333333
His knee pressed on my neck.,6.4,5.5789473684211,5.125,2.6428571428571,1.4117647058824,5.5,6.625
His leg is too badly damaged.,6.0,5.1428571428571,4.3571428571429,2.0,1.0833333333333,3.8,6.6666666666667
His lungs were filling with blood.,5.5714285714286,5.5,4.7333333333333,2.0,1.6,5.4285714285714,6.8888888888889
His mental anxiety had no outlet.,4.0,5.5714285714286,1.7142857142857,1.1428571428571,1.0833333333333,3.6,6.5333333333333
His mind sought a rational explanation.,3.3571428571429,5.4285714285714,1.8,1.1428571428571,3.3846153846154,3.2857142857143,6.8823529411765
His organization did some fantastic work.,3.3333333333333,4.7058823529412,2.1764705882353,1.7857142857143,4.3529411764706,3.75,7.0
His pants were clean white jeans.,6.6666666666667,3.2142857142857,4.4705882352941,1.4666666666667,2.8333333333333,2.3571428571429,6.75
His parents are from Hong Kong.,3.8125,3.8235294117647,2.2,3.9473684210526,3.0625,2.6875,7.0
His preference for basketball over golf.,3.25,4.4705882352941,4.4666666666667,1.9473684210526,3.625,1.6875,6.0909090909091
His skin was waxy and grey.,6.0714285714286,4.2857142857143,4.2666666666667,1.5714285714286,2.2307692307692,3.0714285714286,6.9411764705882
His sorrow gave way to anger.,4.4285714285714,6.5,1.6111111111111,1.6666666666667,1.2666666666667,4.3333333333333,6.8181818181818
His soul sang with the music.,3.4375,6.0555555555556,3.0,1.8125,6.0588235294118,4.7142857142857,6.6923076923077
His stomach pains worsened with time.,4.2666666666667,5.1875,3.6875,1.1428571428571,1.2941176470588,3.8888888888889,6.8888888888889
His tea was black but sweetened.,5.9230769230769,3.0588235294118005,5.2,1.7333333333333,4.1666666666667,2.2352941176471,6.7333333333333
"Honest answer is, I'm not sure.",1.75,5.0588235294118,1.1333333333333,1.0,2.8125,1.5,6.9090909090909
Hope is indeed a wonderful thing.,3.0625,5.375,1.0,1.1666666666667,6.5,3.9285714285714,6.9444444444444
Hotel is just around the corner.,4.75,2.7777777777778,5.4615384615385,5.8125,3.8235294117647,2.5,6.9230769230769
How can they just expel you?,2.6875,5.2352941176471,2.2666666666667,1.0,1.6875,4.1875,6.9090909090909
How can you choose this lifestyle?,2.5789473684211,5.1333333333333,1.1538461538462,1.8823529411765,2.0714285714286,3.3333333333333,6.9333333333333
How debilitating the sensory issues are.,3.0625,2.8571428571429,2.75,1.1666666666667,1.75,2.8571428571429,5.8235294117647
How do we compare to others?,2.3076923076923,4.8,2.0,1.0,2.6428571428571,2.7333333333333,6.9375
How do you like your coffee?,4.9333333333333,4.2105263157895,4.4375,3.0714285714286,4.5882352941176,2.6875,7.0
How do you want to feel?,2.6875,5.6875,1.0769230769231,1.1666666666667,3.9375,3.5714285714286,6.4444444444444
How does billing and collection work?,2.7333333333333,3.0,1.625,1.2631578947368,2.5882352941176,2.3888888888889,6.8823529411765
How does he look up close?,2.9285714285714,4.3125,2.1111111111111,2.2666666666667,2.6666666666667,2.5333333333333,6.8181818181818
How is the weather in Spain?,4.5,3.3571428571429,1.6666666666667,5.6111111111111,3.0,2.4705882352941,7.0
How much time do you have?,2.8666666666667,3.4705882352941,1.3529411764706,1.9285714285714,2.5882352941176,2.875,7.0
How sturdy is the coffee table?,4.1538461538462,2.6470588235294,6.0,2.4666666666667,2.5833333333333,2.7058823529412,7.0
How to create a personalized chart.,3.625,2.75,3.4615384615385,1.0833333333333,4.0,1.6428571428571,6.6666666666667
"However, that wasn't an immediate improvement.",3.125,2.2142857142857,1.5333333333333,1.2222222222222,1.8333333333333,2.4705882352941,6.5882352941176
"However, they were much too large.",4.6,2.7368421052632,3.25,2.3571428571429,2.5294117647059,3.4375,6.625
Humanitarian outreach and consolidation of control.,2.0714285714286,1.875,2.0,1.6428571428571,2.6666666666667,2.2857142857143,4.8888888888889
Hunt more than rabbits or deer.,3.5333333333333,2.5,4.8125,3.8947368421053,2.3529411764706,2.9444444444444,5.4705882352941
I Luv U SO much Forever.,2.5714285714286,6.0625,1.1666666666667,1.7333333333333,6.0666666666667,4.0,6.5454545454545
I am Steven Segal's litigation attorney.,4.3076923076923,3.4444444444444,2.2857142857143,1.6,2.2142857142857,2.7142857142857,6.9333333333333
I am really proud of her.,3.9333333333333,6.2142857142857,1.9285714285714,1.3571428571429,5.6666666666667,3.5333333333333,7.0
I can see the oak tree.,6.125,4.4705882352941,6.2666666666667,6.263157894736801,4.375,2.5625,7.0
I cannot debate the truth fact.,1.5625,3.625,1.0769230769231,1.0,2.375,2.6428571428571,4.1111111111111
I certainly wouldn't wear dress pants.,5.1428571428571,4.5625,4.6666666666667,2.0714285714286,2.8666666666667,2.7142857142857,7.0
I could not escape this obligation.,3.0,4.9285714285714,1.9285714285714,1.4285714285714,1.25,3.2666666666667,6.8
I couldn't help laughing with him.,4.4,6.0,3.0,1.4285714285714,5.2941176470588,3.8125,6.5
I dared him to do it.,3.375,5.7058823529412,2.2666666666667,1.0,2.625,4.5,7.0
I decided to neutralize the situation.,2.5,5.0588235294118,1.5625,1.9375,3.2307692307692,4.2666666666667,6.6666666666667
I didn't say you were scared.,2.3076923076923,5.5333333333333,1.4666666666667,1.25,2.2857142857143,3.3333333333333,6.9375
I didn't sense any immediate danger.,4.0,5.1428571428571,3.0588235294118005,1.9333333333333,2.4444444444444,2.9285714285714,7.0
I don't have dissociative identity disorder.,3.6875,5.9285714285714,1.1333333333333,1.0,2.3888888888889,3.0588235294118005,6.8823529411765
I don't have the answer yet.,2.8461538461538,4.3333333333333,1.0714285714286,1.0666666666667,2.1428571428571,1.7142857142857,6.8666666666667
I don't know much about him.,2.1875,4.5294117647059,1.6666666666667,1.0526315789474,2.125,1.875,7.0
I don't want to discuss it.,3.8125,5.6428571428571,1.3333333333333,1.0555555555556,1.5,3.8235294117647,7.0
I don't want you to die!,4.3333333333333,6.6428571428571,2.3571428571429,1.5714285714286,1.75,5.7333333333333,6.9333333333333
I enjoy her chocolate fudge cake.,5.875,5.3888888888889,6.6923076923077,1.875,5.9411764705882,3.9285714285714,7.0
I even hired a medical practitioner.,3.5,4.1666666666667,3.6923076923077,1.8125,3.0588235294118005,3.4285714285714,6.9230769230769
I feel the same way sometimes.,2.3076923076923,5.1875,1.2142857142857,1.0625,4.0,2.6923076923077,7.0
I fell into the cow pasture.,5.4166666666667,5.2941176470588,5.1875,6.125,1.9230769230769,4.2,6.6666666666667
"I felt awful: exhausted, weak, upset.",4.4,6.7857142857143,4.0,1.4,1.0555555555556,2.5714285714286,6.8333333333333
I get paid no matter what.,2.9230769230769,4.0,1.7857142857143,1.5333333333333,4.8571428571429,2.7857142857143,6.9333333333333
I get to ask the question.,3.6666666666667,4.0526315789474,1.875,2.2142857142857,3.6470588235294,3.75,6.8125
I give this dealer an A+!,3.1578947368421,4.8666666666667,2.7692307692308,1.9411764705882,5.7857142857143,3.8333333333333,6.8666666666667
I go back to work tomorrow.,3.1333333333333,4.875,2.625,3.2142857142857,2.0588235294118,2.3333333333333,7.0
I got pinched in the elevator.,5.6666666666667,5.2142857142857,5.125,4.2105263157895,1.6470588235294,4.5,6.9411764705882
I had bullets in that gun!,5.3157894736842,4.8666666666667,5.0,1.5882352941176,1.9285714285714,5.25,7.0
I have a very supportive husband.,4.0,6.1111111111111,2.2142857142857,1.4666666666667,5.9285714285714,2.5,6.9333333333333
I have chocolate peanut butter brownies.,6.4615384615385,3.3529411764706,5.6,2.0666666666667,5.4166666666667,3.9411764705881995,7.0
I have to ask you that.,2.6,4.2857142857143,1.625,1.0526315789474,3.5294117647059,2.5,6.6470588235294
I highly recommend the hot chik'n.,4.0833333333333,4.4117647058824,4.75,2.6875,3.9230769230769,3.2,6.8333333333333
I ignored his arrogant little comment.,3.3076923076923,5.8823529411765,2.0,1.2,2.0833333333333,4.6470588235294,6.9333333333333
I just have to get something.,3.3333333333333,3.2142857142857,3.4705882352941,1.4666666666667,2.0555555555556,2.7142857142857,6.9166666666667
I knew I couldn't trust you.,2.3076923076923,6.6666666666667,1.6666666666667,1.0,1.2142857142857,4.4,7.0
I know what you're gonna say.,3.1333333333333,4.4285714285714,2.3529411764706,1.0666666666667,2.2777777777778,3.4285714285714,7.0
I like the openness and beauty.,4.0714285714286,5.3571428571429,2.2,5.0,6.2307692307692,3.9285714285714,6.6470588235294
"I made some silly assumptions, though.",3.1333333333333,5.2857142857143,2.2352941176471,1.2,2.3333333333333,2.5,6.9166666666667
I need it to impress her.,3.5714285714286,5.2142857142857,2.4,1.2142857142857,2.9230769230769,3.7142857142857,6.9411764705882
I needed to test your methodology.,2.7333333333333,4.3529411764706,1.7058823529412,1.5,2.8235294117647,3.25,6.8
I picked up the razor blade...,6.3125,4.2142857142857,5.9333333333333,1.9444444444444,1.4444444444444,4.7058823529412,6.8823529411765
I saw the good guys win.,2.75,4.6111111111111,2.7692307692308,1.6875,5.7647058823529,4.5,6.9230769230769
I started listening to satellite radio.,4.5,3.5,4.3125,1.5833333333333,4.4375,2.1428571428571,6.9411764705882
I still haven't heard from Pendergast.,1.8125,3.6666666666667,1.6923076923077,1.5,1.9411764705882,2.7142857142857,6.8461538461538
I still saw cynicism and contempt.,2.8947368421053,5.8,1.3846153846154,1.3529411764706,1.5714285714286,3.4166666666667,6.4
I studied and became a lawyer.,4.0,4.3333333333333,2.0,1.375,4.9285714285714,2.2666666666667,6.875
I suddenly feel shy and embarrassed.,4.8666666666667,6.2142857142857,1.7857142857143,1.6428571428571,1.25,3.6,6.9333333333333
"I think I love you, mate.",3.7692307692308,6.3125,1.8571428571429,1.3125,5.6842105263158,4.9230769230769,6.9411764705882
I think it's been very encouraging.,2.2307692307692,4.8823529411765,1.2,1.4,5.5,2.8823529411765,6.9333333333333
I thought it was very unique.,2.0,4.6666666666667,2.2307692307692,1.5,4.4705882352941,4.0714285714286,7.0
I thought that you were anyway.,1.5384615384615,4.0,1.3333333333333,1.1333333333333,2.25,2.2941176470588,5.6
I thought you might be praying.,4.8571428571429,4.4285714285714,2.2666666666667,1.7857142857143,3.4615384615385,2.0,7.0
I told you to stay hidden!,3.7692307692308,4.7777777777778,2.0,2.3333333333333,1.7142857142857,4.9285714285714,7.0
I told you what to do.,2.6153846153846,4.25,1.2142857142857,1.25,2.2105263157895,3.3846153846154,6.9411764705882
I tried during the 2000 campaign.,2.75,4.2857142857143,1.3333333333333,1.3888888888889,2.2777777777778,2.2941176470588,6.6470588235294
I used some of your soap.,5.5625,3.4285714285714,6.25,2.0,3.3125,3.0714285714286,7.0
I want everybody to do well.,2.875,5.4375,1.3846153846154,1.0833333333333,5.8125,3.7142857142857,6.9444444444444
I was amazed and really excited.,4.0666666666667,6.3125,1.6875,1.4285714285714,5.8823529411765,5.3333333333333,6.8888888888889
"I was so embarrassed, so ashamed.",3.1538461538462,6.4705882352941,1.4,1.4,1.0833333333333,4.8235294117647,6.9333333333333
I will make that commitment today.,3.0,4.75,1.2777777777778,1.4666666666667,4.0666666666667,2.8666666666667,6.9090909090909
I would recommend them to anyone!,3.0666666666667,4.5294117647059,1.9411764705882,1.2857142857143,4.8823529411765,3.625,7.0
I'd rather fight mosquitoes than bats.,5.6,4.5,5.1875,3.3157894736842,2.7058823529412,4.4444444444444,6.7647058823529
I'll see what you can do.,2.3076923076923,4.3529411764706,1.6666666666667,1.2,3.4166666666667,3.4705882352941,6.6
I'll show you my new dance.,4.2857142857143,5.1875,3.1666666666667,2.3333333333333,5.4,3.4,6.9090909090909
I'll tell you that joke again.,3.3333333333333,4.2941176470588,1.9375,2.0625,4.4615384615385,3.2,6.8333333333333
"I'm a hemotologist, not a detective.",3.5714285714286,3.6875,2.0666666666667,1.7142857142857,3.0,2.9285714285714,6.8888888888889
I'm also hiring an office assistant.,3.2142857142857,3.3125,2.1666666666667,2.4,3.6,2.0,7.0
I'm definitely up to the challenge!,3.5,5.2142857142857,1.9333333333333,1.3571428571429,5.6153846153846,4.6428571428571,6.9411764705882
I'm getting custody of the kids.,4.4666666666667,5.9473684210526,3.0,2.7142857142857,3.5882352941176,5.125,6.9375
I'm going to take him on.,3.0666666666667,4.5,2.4375,1.3157894736842002,3.6470588235294,4.3333333333333,6.8235294117647
I'm just here with another girl.,5.125,4.7857142857143,2.2,1.7777777777778,2.3888888888889,3.5294117647059,6.8235294117647
"I'm like, I'm a little down.",3.2,4.75,1.4375,1.0,1.5882352941176,2.7222222222222,5.5555555555556
I'm mad at that stupid toy.,3.6153846153846,5.5294117647059,4.3333333333333,1.6,1.5833333333333,4.2352941176471,6.8666666666667
I'm not crazy about blind dates.,2.8461538461538,5.6,1.6,2.125,2.2857142857143,3.3333333333333,7.0
I'm not teaching middle school here.,2.6923076923077,4.1333333333333,2.3333333333333,2.875,2.2142857142857,1.9333333333333,6.6875
I'm out here looking for Leo.,4.9285714285714,3.6875,3.2,2.9285714285714,3.1333333333333,3.2142857142857,6.8333333333333
I'm sick of the whole scene.,3.2142857142857,5.6875,2.2,2.4285714285714,1.8666666666667,3.5,6.9444444444444
I'm starting to get a complex.,3.0714285714286,4.375,1.6,1.7142857142857,2.6,3.2857142857143,6.3333333333333
I've continued working on the case!,4.1875,3.5714285714286,2.625,1.5,4.0625,3.4285714285714,6.8823529411765
I've said it hundreds of times.,2.8571428571429,4.75,1.3333333333333,1.5333333333333,1.9333333333333,2.4,6.9090909090909
Ideal for indoor or outdoor cultivation.,3.6,2.0,3.5882352941176,4.3571428571429,3.5294117647059,2.625,6.6
If only to collect her belongings.,2.9230769230769,3.5555555555556,4.0,1.5333333333333,1.9285714285714,2.4285714285714,6.4
If so - how can I pay?,3.125,3.5,2.8125,1.1666666666667,3.8125,2.5,6.5882352941176
If the Downloading will not start.,1.5333333333333,1.9285714285714,1.625,1.2631578947368,1.8823529411765,1.9444444444444,5.4117647058824
Implementation of Behavior-Driven Development is straightforward.,1.625,1.9411764705882,1.6,1.1052631578947,2.6875,1.6875,6.0
In a way it seemed pointless.,2.0,4.7058823529412,1.2352941176471,1.1428571428571,1.5882352941176,2.8125,6.9
"In brief, inferiors salute superiors first.",4.4736842105263,2.6666666666667,2.3846153846154,1.8823529411765,2.5714285714286,3.0833333333333,5.8
"In fact, he looked downright uncomfortable.",4.5333333333333,5.1875,1.9375,1.2142857142857,1.7647058823529,3.3333333333333,6.9444444444444
"In particular, my hand remained motionless.",5.1333333333333,4.5,4.0,1.5,1.5,2.1333333333333,6.2666666666667
In them was sorrow and anger.,4.4666666666667,5.8571428571429,1.7142857142857,1.5714285714286,1.1666666666667,3.8,6.0666666666667
"In this case, it is not.",1.2666666666667,2.1875,1.0625,1.1428571428571,1.9411764705882,1.7777777777778,6.6666666666667
Initial budget estimate: about $40 million.,3.5333333333333,1.7368421052632,1.9375,1.6428571428571,3.0588235294118005,3.9375,6.75
Instead he dug a little deeper:,4.3333333333333,4.3571428571429,2.2857142857143,1.7142857142857,2.75,2.9333333333333,6.7333333333333
Is Luton plane stack a joke?,1.2857142857143,1.9285714285714,1.8666666666667,1.4285714285714,1.0769230769231,1.5714285714286,3.2352941176471
Is he teaching religious-symbolism classes again?,4.0625,5.3571428571429,1.8666666666667,2.6111111111111,2.5555555555556,2.4705882352941,6.9411764705882
Is it because of the drugs?,2.6153846153846,4.4705882352941,2.8666666666667,1.2666666666667,1.4166666666667,4.5882352941176,6.8666666666667
Is that all you care about?,2.7368421052632,5.7333333333333,1.1538461538462,1.3529411764706,2.0714285714286,4.0,7.0
It actually simplifies lots of points.,2.1333333333333,3.4117647058824,1.4117647058824,1.2142857142857,3.2941176470588,2.4375,7.0
It almost seemed like a toy.,4.4285714285714,2.6428571428571,4.4666666666667,1.1428571428571,3.9230769230769,2.9285714285714,6.8823529411765
It also included two data centers.,3.875,1.4285714285714,3.5333333333333,3.0,2.4444444444444,1.9411764705882,6.9411764705882
It changes everything about human interaction.,2.9285714285714,4.0625,2.8,1.7142857142857,3.2,3.7857142857143,6.9444444444444
It does wonders for the soul.,3.3333333333333,4.4285714285714,2.2142857142857,2.2857142857143,5.25,3.4666666666667,6.9333333333333
It has a light tangy flavor.,4.0833333333333,3.7647058823529,3.25,1.875,4.2307692307692,3.4,6.9166666666667
It is not just company longevity.,2.4,2.1578947368421,1.6875,2.1428571428571,2.5294117647059,2.4375,5.8125
It is only your own projection.,2.125,4.5882352941176,2.0,1.1052631578947,2.6875,2.125,5.3636363636364
It is the next entertainment revolution.,2.5,2.7222222222222,2.3076923076923,2.125,4.1176470588235,4.0714285714286,6.9230769230769
It looked like a trash heap.,6.1428571428571,3.3571428571429,5.6,4.3571428571429,2.0,2.7142857142857,7.0
It meant waving a white flag.,5.6428571428571,3.875,5.3888888888889,2.1333333333333,2.4666666666667,3.0,6.3636363636364
It originated with the Wissahickon Section.,1.9375,1.4285714285714,2.0625,2.0833333333333,1.6875,1.7857142857143,5.3529411764706
It probably has the Dumper's name.,1.7333333333333,1.7857142857143,2.2857142857143,1.1428571428571,2.0,2.2,4.5333333333333
It seemed to calm his anxiety.,4.0526315789474,6.2,1.6153846153846,1.5882352941176,5.0714285714286,2.75,6.9333333333333
"It smelled bad, like rotten garbage.",5.0625,3.7857142857143,4.375,2.75,1.0625,3.4285714285714,6.9411764705882
It stands for Hypertext Transfer Protocol.,3.6,1.6315789473684,1.625,1.5,2.8823529411765,2.0625,6.625
It still seems a little unreal.,1.75,4.8888888888889,1.9230769230769,1.4375,3.4705882352941,3.8571428571429,7.0
It was a breaking news report.,3.8,2.7142857142857,2.0714285714286,2.1428571428571,2.0,3.8666666666667,6.9333333333333
"It was a cylindrical, rocky chamber.",5.9375,1.5294117647059002,6.0,4.8947368421053,2.25,3.0,6.7272727272727
It was a deadly lung cancer.,4.0769230769231,5.0588235294118,3.9333333333333,1.7333333333333,1.0,5.2352941176471,6.8666666666667
It was a night to celebrate.,4.7333333333333,4.8823529411765,1.6470588235294,3.0,5.6470588235294,4.1875,6.9
"It was a shark, wasn't it?",4.5333333333333,3.125,4.1875,3.6428571428571,2.2941176470588,4.5,6.8888888888889
"It was all ridiculous, crazy, insane.",2.2,5.4117647058824,1.1764705882353,1.3571428571429,2.5882352941176,4.5,6.5
It was an upstairs back bedroom.,5.75,1.5714285714286,4.4666666666667,4.8333333333333,2.4444444444444,2.3529411764706,6.6470588235294
It was just a fishing expedition.,4.0625,3.7058823529412,4.0,4.5789473684211,3.875,2.6875,6.9090909090909
"It was just a symptom, really.",3.0666666666667,3.4285714285714,2.2352941176471,1.5333333333333,1.7222222222222,2.0,6.9166666666667
It was overwhelming support for Epic.,2.0,4.0555555555556,1.9230769230769,1.3125,4.3529411764706,3.1428571428571,6.0769230769231
It was such a particular experience.,3.2857142857143,4.625,2.3333333333333,2.0,3.7333333333333,3.2857142857143,6.2777777777778
It was the mathematical constant pi.,3.6875,1.5714285714286,1.2,1.0,2.5,1.8235294117647,6.0
"It was unheard of, unthinkable, impossible.",3.6875,3.5,1.625,1.1666666666667,2.625,4.2857142857143,6.7058823529412
It was wrapped in the plastic.,5.6428571428571,1.375,5.2666666666667,1.7142857142857,2.8666666666667,2.5,6.8888888888889
It wasn't even his terrible taste.,1.6923076923077,4.3529411764706,1.4,1.5333333333333,1.9166666666667,3.1176470588235,6.0
It will only fuel the fire.,4.5,3.5714285714286,3.6666666666667,1.8888888888889,1.7777777777778,4.2352941176471,6.8823529411765
It will shrink to almost nothing!,4.375,2.2142857142857,2.9333333333333,1.2222222222222,2.3333333333333,3.9411764705881995,6.7647058823529
It would only delay the inevitable.,1.9375,4.0,1.8461538461538,1.0625,1.8823529411765,4.0714285714286,7.0
It wouldn't be any fun otherwise.,1.6428571428571,4.625,1.1666666666667,1.4666666666667,3.4666666666667,2.2,6.9090909090909
It's built around an enclosed courtyard.,4.75,2.0588235294118,5.0,5.6875,2.6153846153846,2.8666666666667,6.75
It's easy to be led astray.,3.2,4.3684210526316,1.6875,2.1428571428571,2.1176470588235,4.25,7.0
It's even made out to you.,2.9375,3.7777777777778,2.9230769230769,1.0625,4.5294117647059,3.1428571428571,6.5384615384615
It's extremely touching and extremely funny.,2.7692307692308,4.9375,1.5,1.0625,5.8947368421053,4.6153846153846,6.7647058823529
It's not -- it's important to me.,1.9230769230769,5.1875,1.1428571428571,1.0,3.4210526315789,3.0769230769231,5.5882352941176
"It's not his fault, come on.",2.1875,5.6875,1.0,1.0833333333333,2.875,2.5,6.7222222222222
It's quite apparent we have problems.,1.875,5.3333333333333,1.6923076923077,1.3125,1.7058823529412,4.4285714285714,7.0
Italy was rich with art history.,5.2666666666667,3.1578947368421,4.125,5.5714285714286,5.5294117647059,4.4375,6.75
Its small head resembled a deer.,5.5625,3.2352941176471,5.7333333333333,3.2105263157895,3.5,2.8125,6.4545454545455
Just move on to the next.,2.7142857142857,2.875,1.6111111111111,1.5333333333333,2.5333333333333,1.8666666666667,6.7272727272727
